new_clean_name,old_sf_name,old_lg_name,osa_govt_lvl,lg_govt_lvl,new_entity_for_osa,new_entity_for_lg,name_changed_in_salesforce,name_cnt,sf_id,lg_id,primary_email,primary_first_name,primary_last_name,primary_title,primary_phone
Mountain Meadow Improvement District,Mountain Meadow Improvement District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000wXU3QAAW,,,,,,
Mountain Peaks Family Practice,MOUNTAIN PEAKS FAMILY PRACTICE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxeQAF,,,,,,
Mountain Point Medical Center,MOUNTAIN POINT MEDICAL CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxfQAF,,,,,,
Mountain Regional Water Special Service District,Mountain Regional Water Special Service District (Atkinson),Mountain Regional Water Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,TRUE,1,0014100000rD1E4AAK,789,agarland@mtregional.org,Andy,Garland,General Manager,8019101608
Mountain Sunrise Academy,Mountain Sunrise Academy,Mountain Sunrise Academy,School District or Charter School,Charter School,FALSE,FALSE,FALSE,1,0011K00002LAXK6QAP,790,brian@redapplefinance.com,Brian,Cates,Business Manager,8013944140
Mountain Town Music,Mountain Town Music,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002J1UsyQAF,,,,,,
Mountain Trails Foundation,Mountain Trails Foundation,Mountain Trails Foundation,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0011K00002Aos93QAB,791,lora@mountaintrails.org,Lora,Smith,,4355130347
Mountain Utah Family Medicine,MOUNTAIN UTAH FAMILY MEDICINE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxgQAF,,,,,,
Mountain Valley Eye Institute,MOUNTAIN VALLEY EYE INSTITUTE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxhQAF,,,,,,
Mountain View Eye Center,MOUNTAIN VIEW EYE CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxiQAF,,,,,,
Mountain View Foot and Ankle Institute,MOUNTAIN VIEW FOOT AND ANKLE INSTITUTE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxjQAF,,,,,,
Mountain View Hospital,MOUNTAIN VIEW HOSPITAL,,Health Provider,,FALSE,FALSE,TRUE,2,0011K00002EhWxkQAF,,,,,,
Mountain View Hospital,MOUNTAIN VIEW HOSPITAL,,Health Provider,,FALSE,FALSE,TRUE,2,0011K00002FzxNoQAJ,,,,,,
Mountain View Pediatrics Kidscare,MOUNTAIN VIEW PEDIATRICS KIDSCARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxlQAF,,,,,,
Mountain View Special Service District,Mountain View Special Service District,Mountain View Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1E5AAK,792,mtviewssd@hotmail.com,Paula,J. Milby,,435-559-2656
Mountain View Vision Center,MOUNTAIN VIEW VISION CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxmQAF,,,,,,
Mountain Vista Medicine,MOUNTAIN VISTA MEDICINE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxnQAF,,,,,,
Mountain West Ballet,Mountain West Ballet,Mountain West Ballet,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0014100001vxK2wAAE,794,k8ymay@gmail.com,kathyrn,Johnson,,8015995997
Mountain West Ear Nose and Throat,MOUNTAIN WEST EAR NOSE AND THROAT,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxoQAF,,,,,,
Mountain West Eyecare,MOUNTAIN WEST EYECARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxpQAF,,,,,,
Mountain West Family Practice,MOUNTAIN WEST FAMILY PRACTICE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxqQAF,,,,,,
Mountain West Foot and Ankle Institute,MOUNTAIN WEST FOOT & ANKLE INSTITUTE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxrQAF,,,,,,
Mountain West Medical Center,MOUNTAIN WEST MEDICAL CENTER,,Health Provider,,FALSE,FALSE,TRUE,2,0011K00002EhWxsQAF,,,,,,
Mountain West Medical Center,MOUNTAIN WEST MEDICAL CENTER,,Health Provider,,FALSE,FALSE,TRUE,2,0011K00002FzxOqQAJ,,,,,,
Mountain West Montessori Academy,Mountain West Montessori Academy,Mountain West Montessori Academy,School District or Charter School,Charter School,FALSE,FALSE,FALSE,1,0014100000rD1owAAC,795,ajohnson@mwmacademy.org,Angie,Johnson,Director,8015666962
Mountain West Pediatrics and Bedtime Kids,MOUNTAIN WEST PEDIATRICS AND BEDTIME KIDS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxtQAF,,,,,,
Mountain West Surgical Center,MOUNTAIN WEST SURGICAL CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxuQAF,,,,,,
Mountainland Applied Technology College,Mountainland Applied Technology College,,Institution of Higher Education,,FALSE,TRUE,FALSE,1,0014100000rD4iGAAS,,,,,,
Mountainland Association of Governments,Mountainland Association of Governments,Mountainland Association of Governments,AOG,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD0xKAAS,785,acrane@mountainland.org,April,Crane,,801-229-3800
Mountainland Department of Aging and Family Services,,Mountainland Dept. of Aging and Family Services,,Area Agency (including Aging and High-Risk Adult),TRUE,FALSE,,1,,786,hdemarco@mountainland.org,Heidi,DeMarco,,801-229-3806
Mountainland Head Start,"Mountainland Head Start, Inc.","Mountainland Head Start, Inc.",Non Profits,Nonprofit Corporation,FALSE,FALSE,TRUE,1,0014100000rD1PIAA0,787,vramirez@eleutah.org,Valeria,Ramirez,Staff Accountant,8019956273
Mountainland Technical College,Mountainland Technical College,,Institution of Higher Education,,FALSE,TRUE,FALSE,1,0014100001UJiGTAA1,,,,,,
Mountainlands Community Health Center,MOUNTAINLANDS COMMUNITY HEALTH CENTER,,Health Provider,,FALSE,FALSE,TRUE,2,0011K00002EhWxvQAF,,,,,,
Mountainlands Community Health Center,Mountainlands Community Health Center,,Non Profits,,FALSE,TRUE,FALSE,2,0014100000rD1XCAA0,,,,,,
Mountainlands Community Health Center - Provo,MOUNTAINLANDS COMMUNITY HEALTH CENTER - PROVO,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxwQAF,,,,,,
Mountainlands Community Housing Association,,Mountainlands Community Housing Association,,Nonprofit Corporation,TRUE,FALSE,,1,,788,laura@housinghelp.org,Laura,Elton,,4356479719
Mountainstar Behavioral Health,MOUNTAINSTAR BEHAVIORAL HEALTH,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxxQAF,,,,,,
Mountainstar Cache Valley Medical Group,MOUNTAINSTAR CACHE VALLEY MEDICAL GROUP,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxyQAF,,,,,,
Mountainstar Cardiovascular Surgery,MOUNTAINSTAR CARDIOVASCULAR SURGERY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWxzQAF,,,,,,
Mountainstar Medical Group Neurosurgery,MOUNTAINSTAR MEDICAL GROUP NEUROSURGERY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWy0QAF,,,,,,
Mountainstar Medical Group Timpanogos,MOUNTAINSTAR MEDICAL GROUP TIMPANOGOS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWy1QAF,,,,,,
Mountainstar Ogden Pediatrics,MOUNTAINSTAR OGDEN PEDIATRICS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWy2QAF,,,,,,
Mountainstar Primary Care,MOUNTAINSTAR PRIMARY CARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWy3QAF,,,,,,
Mountainstar Specialty Services,MOUNTAINSTAR SPECIALTY SERVICES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWy4QAF,,,,,,
Mountainville Academy,Mountainville Academy,Mountainville Academy,School District or Charter School,Charter School,FALSE,FALSE,FALSE,1,0014100000rD1ijAAC,793,nate@redapplefinance.com,Nate,Adams,Business Manager,8013944140
Ms,,Ms.,,,TRUE,FALSE,,1,,800,,,,,
Mt Ogden Utah Surgical Center,MT OGDEN UTAH SURGICAL CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWy5QAF,,,,,,
Mt Olympus Improvement District,Mt Olympus Improvement District,MT OLYMPUS IMPROVEMENT DISTRICT,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1E6AAK,802,kseppich@mtoid.org,KERRY,EPPICH,General Manager,8012622904
Mt Olympus OBstetrics and Gynecology,MT. OLYMPUS OBSTETRICS AND GYNECOLOGY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWy6QAF,,,,,,
Mt Pleasant City Community Development and Renewal Agency,,Mt Pleasant City Community Development and Renewal Agency,,Community Reinvestment Agency,TRUE,FALSE,,1,,803,,,,,
Mt Timpanogas Fertility and Endocrinology,MT. TIMPANOGAS FERTILITY & ENDOCRINOLOGY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWy7QAF,,,,,,
Mtchc Logan Clinic,MTCHC LOGAN CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWy8QAF,,,,,,
Multi-County Appraisal Trust Fund,Multi-County Appraisal Trust Fund,,Interlocal,,FALSE,TRUE,FALSE,1,0014100000rD13cAAC,,,,,,
Muncipal Bulding Authority of Fairview,,Muncipal Bulding Authority of Fairview,,Local Building Authority,TRUE,FALSE,,1,,804,fairviewcityrecorder@gmail.com,Jan,Anderson,City Recorder,4354273858
Mundi Project,Mundi Project,Mundi Project,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0014100001vxKFyAAM,805,cgoetz@mundiproject.org,Cody,Goetz,Executive Director,9207400300
Municipal Ballet Co,Municipal Ballet Co,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002YfQqSQAV,,,,,,
Municipal Building Authority,,MUNICIPAL BUILDING AUTHORITY,,Local Building Authority,TRUE,FALSE,,1,,806,rdillon@grandcountyutah.net,Ruth,Dillon,,435-259-1347
Municipal Building Authority 1 North Sevier Community Center - Salina Fire Department,,MBA #1 North Sevier Community Center/Salina Fire Department,,Local Building Authority,TRUE,FALSE,,1,,724,ashlee@salinacity.org,ASHLEE,LARSEN,City Recroder,4355297304
Municipal Building Authority Hyde Park City,,Municipal Building Authority Hyde Park CIty,,Local Building Authority,TRUE,FALSE,,1,,808,donja.w@hydeparkcity.org,Donja,Wright,,435-563-6507
Municipal Building Authority for Monroe City,,Municipal Building Authority for Monroe City,,Local Building Authority,TRUE,FALSE,,1,,807,jacee@littlegreenvalley.com,Jacee,Barney,Treasurer,4355274621
Municipal Building Authority of Annabella Town,,Municipal Building Authority of Annabella Town,,Local Building Authority,TRUE,FALSE,,1,,809,annabellatown@hotmail.com,Tina,Mitchell,,435-896-6571
Municipal Building Authority of Ballard Town,,Municipal Building Authority of Ballard Town,,Local Building Authority,TRUE,FALSE,,1,,810,kmeyers@ballardcity.org,Kaeleyn,Meyers,Recorder,4357223393
Municipal Building Authority of Big Water,,Municipal Building Authority of Big Water,,Local Building Authority,TRUE,FALSE,,1,,811,bigwaterclerk@gmail.com,Katie,Joseph,Town Clerk,4356753760
Municipal Building Authority of Blanding,,Municipal Building Authority of Blanding,,Local Building Authority,TRUE,FALSE,,1,,812,djohnson@blanding-ut.gov,David,Johnson,,4356782791
Municipal Building Authority of Box Elder County,,Municipal Building Authority of Box Elder County,,Local Building Authority,TRUE,FALSE,,1,,813,myoung@boxeldercounty.org,Marla,Young,County Clerk,4357343355
Municipal Building Authority of Box Elder School District,,Municipal Building Authority of Box Elder School District,,Local Building Authority,TRUE,FALSE,,1,,814,marci.hatch@besd.net,Marci,Hatch,,(435) 734-4800
Municipal Building Authority of Carbon County Utah,,"Municipal Building Authority of Carbon County, Utah",,Local Building Authority,TRUE,FALSE,,1,,815,seth.marsing@carbon.utah.gov,Seth,Marsing,Clerk/Auditor,4356363224
Municipal Building Authority of Centerville,,Municipal Building Authority of Centerville,,Local Building Authority,TRUE,FALSE,,1,,816,jennifer.robison@centervilleutah.gov,Jennifer,Robison,City Recorder,8016776433
Municipal Building Authority of Clearfield City,,Municipal Building Authority of Clearfield City,,Local Building Authority,TRUE,FALSE,,1,,817,nancy.dean@clearfieldcity.org,Nancy,R Dean,,8015252714
Municipal Building Authority of Cleveland Town,,Municipal Building Authority of Cleveland Town,,Local Building Authority,TRUE,FALSE,,1,,818,clevelandtown@etv.net,Preston,Wilson,Mayor,4356532310
Municipal Building Authority of Coalville City,,Municipal Building Authority of Coalville City,,Local Building Authority,TRUE,FALSE,,1,,819,niki.sargent@coalvillecity.org,Nachele,Sargent,,4353365981
Municipal Building Authority of Daggett County,,Municipal Building Authority of Daggett County,,Local Building Authority,TRUE,FALSE,,1,,820,braymond@daggettcounty.org,Brian,Raymond,Clerk,4357843154
Municipal Building Authority of Davis County,,Municipal Building Authority of Davis County,,Local Building Authority,TRUE,FALSE,,1,,821,lkamalu@daviscountyutah.gov,Lorene,Kamalu,Commissioner,8014513200
Municipal Building Authority of Delta,,Municipal Building Authority of Delta,,Local Building Authority,TRUE,FALSE,,1,,822,swestbrook@delta.utah.gov,Sherri,Westbrook,Recorder,4358672759
Municipal Building Authority of Draper City,,Municipal Building Authority of Draper City,,Local Building Authority,TRUE,FALSE,,1,,823,kellie.challburg@draper.ut.us,Kellie,Challburg,,8015766513
Municipal Building Authority of Duchesne County School District,,Municipal Building Authority of Duchesne County School District,,Local Building Authority,TRUE,FALSE,,1,,824,,,,,
Municipal Building Authority of Elsinore Town,,Municipal Building Authority of Elsinore Town,,Local Building Authority,TRUE,FALSE,,1,,825,elsinoretown@cut.net,Jeane,Wood,,435-527-3306
Municipal Building Authority of Ephraim City,,Municipal Building Authority of Ephraim City,,Local Building Authority,TRUE,FALSE,,1,,826,jon.knudsen@ephraimcity.org,Jon,Knudsen,,435-283-4631
Municipal Building Authority of Escalante City,,Municipal Building Authority of Escalante City,,Local Building Authority,TRUE,FALSE,,1,,827,ssteed@escalantecity.com,Stephanie,Steed,,4358264644
Municipal Building Authority of Glenwood Town,,Municipal Building Authority of Glenwood Town,,Local Building Authority,TRUE,FALSE,,1,,828,glenwoodtown@gmail.com,Cecelia,Bytheway,,4358960260
Municipal Building Authority of Granite School District,,Municipal Building Authority of Granite School District,,Local Building Authority,TRUE,FALSE,,1,,829,tahauber@graniteschools.org,Todd,Hauber,Business Administrator,3856464594
Municipal Building Authority of Grantsville City,,Municipal Building Authority of Grantsville City,,Local Building Authority,TRUE,FALSE,,1,,830,sbroadbent@grantsvilleut.gov,Sherrie,Broadbent,Finance Director,4358844619
Municipal Building Authority of Herriman City,,Municipal Building Authority of Herriman City,,Local Building Authority,TRUE,FALSE,,1,,831,jnostrom@herriman.org,Jackie,Nostrom,,801.727.0902
Municipal Building Authority of Hinckley Town,,Municipal Building Authority of Hinckley Town,,Local Building Authority,TRUE,FALSE,,1,,832,hclerk@frontiernet.net,Tresa,Taylor,Town Clerk,4358643522
Municipal Building Authority of Holden Town,,Municipal Building Authority of Holden Town,,Local Building Authority,TRUE,FALSE,,1,,833,clerk@holdenutah.us,Carla,Collins,Clerk,4357952213
Municipal Building Authority of Huntington City,,Municipal Building Authority of Huntington City,,Local Building Authority,TRUE,FALSE,,1,,834,recorder@huntingtonut.com,Jenene,Hansen,,435-687-2436
Municipal Building Authority of Hurricane,,Municipal Building Authority of Hurricane,,Local Building Authority,TRUE,FALSE,,1,,835,cindy@cityofhurricane.com,Cindy,Beteag,Recorder,4356352811
Municipal Building Authority of Ivins City Utah,,"MUNICIPAL BUILDING AUTHORITY OF IVINS CITY, UTAH",,Local Building Authority,TRUE,FALSE,,1,,836,cvisser@ivins.com,cade,visser,Director of Finance,4356280606
Municipal Building Authority of Joseph Town,,Municipal Building Authority of Joseph Town,,Local Building Authority,TRUE,FALSE,,1,,837,jotownclerkho@gmail.com,HALEY,OBRAY,,4355274394
Municipal Building Authority of Kamas City,,MUNICIPAL BUILDING AUTHORITY OF KAMAS CITY,,Local Building Authority,TRUE,FALSE,,1,,838,kpeacock@kamascityut.gov,Kim,Peacock,Recorder,4357834630
Municipal Building Authority of Logan City School District,,Municipal Building Authority of Logan City School District,,Local Building Authority,TRUE,FALSE,,1,,839,jeff.barben@loganschools.org,Jeff,Barben,,435-755-2300 ext 1201
Municipal Building Authority of Mayfield Town,,Municipal Building Authority of Mayfield Town,,Local Building Authority,TRUE,FALSE,,1,,840,mayfieldtownutah@gmail.com,Amanda,Bennett,Clerk/Recorder,4355285061
Municipal Building Authority of Midvale City,,Municipal Building Authority of Midvale City,,Local Building Authority,TRUE,FALSE,,1,,841,randreason@midvale.com,Rori,Andreason,Recorder,8015677207
Municipal Building Authority of Midway City Utah,,"Municipal Building Authority of Midway City, Utah",,Local Building Authority,TRUE,FALSE,,1,,842,bwilson@midwaycityut.org,Brad,Wilson,,4356543223
Municipal Building Authority of Morgan City,,Municipal Building Authority of Morgan City,,Local Building Authority,TRUE,FALSE,,1,,843,dwoods@morgancityut.org,Denise,Woods,City Recorder,8018293461
Municipal Building Authority of Murray City,,Municipal Building Authority of Murray City,,Local Building Authority,TRUE,FALSE,,1,,844,bsmith@murray.utah.gov,Brooke,Smith,City Recorder,8012642662
Municipal Building Authority of North Sanpete School District,,MUNICIPAL BUILDING AUTHORITY OF NORTH SANPETE SCHOOL DISTRICT,,Local Building Authority,TRUE,FALSE,,1,,845,carole.church@nsanpete.org,Carole,Church,Purchasing,4354622485
Municipal Building Authority of Oakley Town,,Municipal Building Authority of Oakley Town,,Local Building Authority,TRUE,FALSE,,1,,846,amy@oakleycity.com,Amy,Rydalch,City Recorder,4357835734
Municipal Building Authority of Ogden,,Municipal Building Authority of Ogden,,Local Building Authority,TRUE,FALSE,,1,,847,tracyh@ogdencity.com,Tracy,Hansen,City Recorder,8016298150
Municipal Building Authority of Ogden City School District,,Municipal Building Authority of Ogden City School District,,,TRUE,FALSE,,1,,848,,,,,
Municipal Building Authority of Orderville Town,,MUNICIPAL BUILDING AUTHORITY OF ORDERVILLE TOWN,,Local Building Authority,TRUE,FALSE,,1,,849,towno@color-country.net,CAROL,LAMB,,435-648-2534
Municipal Building Authority of Payson City Utah,,"Municipal Building Authority of Payson City, Utah",,Local Building Authority,TRUE,FALSE,,1,,850,davet@payson.org,David,Tuckett,City Manager,8014655234
Municipal Building Authority of Plain City Utah,,"Municipal Building Authority of Plain City, Utah",,Local Building Authority,TRUE,FALSE,,1,,851,dianeh@plaincityutah.org,Diane,Hirschi,City Recorder,8017314908
Municipal Building Authority of Price City,,MUNICIPAL BUILDING AUTHORITY OF PRICE CITY,,Local Building Authority,TRUE,FALSE,,1,,852,nickt@priceutah.net,Nick,Tatton,Manager,4356363184
Municipal Building Authority of Provo City,,Municipal Building Authority of Provo City,,Local Building Authority,TRUE,FALSE,,1,,853,dfollett@provo.utah.gov,Daniel,Follett,,8018526503
Municipal Building Authority of Richfield City,,Municipal Building Authority of Richfield City,,Local Building Authority,TRUE,FALSE,,1,,854,michele@richfieldcity.com,Michele,Jolley,,4358966439
Municipal Building Authority of Roosevelt City Utah,,"Municipal Building Authority of Roosevelt City, Utah",,Local Building Authority,TRUE,FALSE,,1,,855,jzilles@rooseveltcity.com,John,Zilles,,435-722-5001
Municipal Building Authority of Saint George,,Municipal Building Authority of St. George,,Local Building Authority,TRUE,FALSE,,1,,868,christina.fernandez@sgcity.org,Christina,Fernandez,,4356274003
Municipal Building Authority of Salem City Utah,,"Municipal Building Authority of Salem City, Utah",,Local Building Authority,TRUE,FALSE,,1,,856,jeffn@salemcity.org,Jeff,Nielson,City Recorder/Finance Director,8014232770
Municipal Building Authority of Salt Lake City School District Salt Lake City Utah,,"Municipal Building Authority of Salt Lake City School District, Salt Lake City, Utah",,Local Building Authority,TRUE,FALSE,,1,,857,timothy.gadson@slcschools.org,Superintendent,Timothy Gadson,Superintendent,8015788351
Municipal Building Authority of Salt Lake County,,Municipal Building Authority of Salt Lake County,,Local Building Authority,TRUE,FALSE,,1,,858,gfolta@slco.org,Gregory,Folta,,3854687076
Municipal Building Authority of San Juan School District,,Municipal Building Authority of San Juan School District,,Local Building Authority,TRUE,FALSE,,1,,860,tpemberton@sjsd.org,Tyrel,Pemberton,Business Administrator,4356781234
Municipal Building Authority of Sandy City Utah,,"Municipal Building Authority of Sandy City, Utah",,Local Building Authority,TRUE,FALSE,,1,,859,wdowns@sandy.utah.gov,Wendy,Downs,City Recorder,8015687118
Municipal Building Authority of Sanpete County,,Municipal Building Authority of Sanpete County,,Local Building Authority,TRUE,FALSE,,1,,861,rhatch@sanpetecountyutah.gov,Reed,Hatch,Chair,4358516708
Municipal Building Authority of Sevier County,,Municipal Building Authority of Sevier County,,Local Building Authority,TRUE,FALSE,,1,,862,scwall@sevier.utah.gov,Steven,C. Wall,,4358930403
Municipal Building Authority of Sevier County School District,,Municipal Building Authority of Sevier County School District,,Local Building Authority,TRUE,FALSE,,1,,863,chad.lloyd@seviersd.org,Chad,Lloyd,,4358968214
Municipal Building Authority of Sigurd Town Utah,,"Municipal Building Authority of Sigurd Town, Utah",,Local Building Authority,TRUE,FALSE,,1,,864,sigurdtown@cut.net,Vickie,Houston,,4358964645
Municipal Building Authority of South Sanpete School District,,Municipal Building Authority of South Sanpete School District,,Local Building Authority,TRUE,FALSE,,1,,865,jake.hill@ssanpete.org,Jake,Hill,Business Administrator,4358352261
Municipal Building Authority of South Summit School District Summit Utah,,"Municipal Building Authority of South Summit School District, Summit, Utah",,Local Building Authority,TRUE,FALSE,,1,,866,arobinson@ssummit.org,Adam,Robinson,Business Administrator,4357834301
Municipal Building Authority of Springville City,,Municipal Building Authority of Springville City,,Local Building Authority,TRUE,FALSE,,1,,867,kcrane@springville.org,Kim,Crane,City Recorder,8014912727
Municipal Building Authority of Summit County,,Municipal Building Authority of Summit County,,Local Building Authority,TRUE,FALSE,,1,,869,ckeyes@summitcounty.org,Cindy,Keyes,Auditor,4353363254
Municipal Building Authority of Tooele City,,Municipal Building Authority of Tooele City,,Local Building Authority,TRUE,FALSE,,1,,875,michellep@tooelecity.org,Michelle,Pitt,Recorder,4358432111
Municipal Building Authority of Tooele County,,Municipal Building Authority of Tooele County,,Local Building Authority,TRUE,FALSE,,1,,876,meghan.vonhatten@tooeleco.org,Meghan,VonHatten,Executive Assistant,4358433150
Municipal Building Authority of Toquerville City,,Municipal Building Authority of Toquerville City,,Local Building Authority,TRUE,FALSE,,1,,877,ruth@toquerville.org,Ruth,Evans,Treasurer,4356351094
Municipal Building Authority of Uintah County School District,,Municipal Building Authority of Uintah County School District,,Local Building Authority,TRUE,FALSE,,1,,878,jason.johnson@uintah.net,JASON,JOHNSON,Business Administrator,4357813100
Municipal Building Authority of Vernal City,,Municipal Building Authority of Vernal City,,Local Building Authority,TRUE,FALSE,,1,,879,smontgomery@vernalcity.org,Sherri,Montgomery,Administrative Clerk,4357909595
Municipal Building Authority of Wasatch County,,Municipal Building Authority of Wasatch County,,Local Building Authority,TRUE,FALSE,,1,,880,clerkauditor@wasatch.utah.gov,JOEY,GRANGER,,4356573190
Municipal Building Authority of Washington City Utah,,Municipal Building Authority of Washington City Utah,,Local Building Authority,TRUE,FALSE,,1,,881,tpentz@washingtoncity.org,Tara,Pentz,City Recorder,4356566308
Municipal Building Authority of Washington County,,Municipal Building Authority of Washington County,,Local Building Authority,TRUE,FALSE,,1,,882,,,,,
Municipal Building Authority of Wayne School District Utah,,"Municipal Building Authority of Wayne School District, Utah",,Local Building Authority,TRUE,FALSE,,1,,883,cory.anderson@waynesd.org,Cory,Anderson,Business Administrator,4354253813
Municipal Building Authority of Weber Utah,,"Municipal Building Authority of Weber, Utah",,Local Building Authority,TRUE,FALSE,,1,,884,sparke@co.weber.ut.us,Scott,Parke,,8013998487
Municipal Building Authority of West Valley City,,Municipal Building Authority of West Valley City,,Local Building Authority,TRUE,FALSE,,1,,885,nichole.camac@wvc-ut.gov,Nichole,Camac,,801-963-3203
Municipal Building Authority of the Orem City,,Municipal Building Authority of the  Orem City,,Local Building Authority,TRUE,FALSE,,1,,870,jbates@orem.org,Jody,Bates,,801-229-7298
Municipal Building Authority of the Provo City School District,,Municipal Building Authority of the Provo City School District,,Local Building Authority,TRUE,FALSE,,1,,873,devynd@provo.edu,Devyn,Dayley,Director of Accounting,8013744828
Municipal Building Authority of the South Salt Lake City,,Municipal Building Authority of the  South Salt Lake City,,Local Building Authority,TRUE,FALSE,,1,,871,aandrus@sslc.gov,Ariel,Andrus,,8014836019
Municipal Building Authority of the Town of Springdale,,Municipal Building Authority of the Town of Springdale,,Local Building Authority,TRUE,FALSE,,1,,874,rwixom@springdale.utah.gov,Rick,Wixom,Town Manager,4357723434
Municipal Building Authority of the West Jordan City,,Municipal Building Authority of the  West Jordan City,,Local Building Authority,TRUE,FALSE,,1,,872,danyce.steck@westjordan.utah.gov,Danyce,Steck,Administrative Services Director,8015695009
Municipal Building Authorty of the Town of Myton City Utah,,"Municipal Building Authorty of the Town of Myton City, Utah",,Local Building Authority,TRUE,FALSE,,1,,886,myton@ubtanet.com,Carrie,Boren,City Recorder,4357222711
Murray City,Murray City,Murray City,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD10fAAC,887,bsmith@murray.utah.gov,Brooke,Smith,City Recorder,8012642662
Murray City Redevelopment Agency,Murray City Redevelopment Agency,,Redevelopment Agency/Project Area,,FALSE,TRUE,FALSE,1,0014100000rD1gsAAC,,,,,,
Murray City School District,Murray City School District,Murray City School District,School District or Charter School,School District,FALSE,FALSE,FALSE,1,0014100000rD1ikAAC,888,rreese@murrayschools.org,Richard,Reese,,801-264-7400
Murray Concert Band,,Murray Concert Band,,Nonprofit Corporation,TRUE,FALSE,,1,,889,wendy1958@comcast.net,Wendy,White,Treasurer,8019158989
Murray Family Medicine,MURRAY FAMILY MEDICINE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWy9QAF,,,,,,
Murray Pediatrics,MURRAY PEDIATRICS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyAQAV,,,,,,
Murray Vision Center,MURRAY VISION CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyBQAV,,,,,,
Museums at Ogden Station,Museums at Ogden Station,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002ZnOCzQAN,,,,,,
Mutton Hollow Improvement District,Mutton Hollow Improvement District,Mutton Hollow Improvement District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1E7AAK,890,dbcalljr@gmail.com,Daniel,Call,,(385) 439-3981
Mutual Respect Advocacy and Understanding of Utah,"Mutual Respect, Advocacy and Understanding of Utah",,Non Profits,,FALSE,TRUE,TRUE,1,0014100000rD1PHAA0,,,,,,
Mvh Professional Services,MVH PROFESSIONAL SERVICES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyCQAV,,,,,,
My Account,My Account,,,,FALSE,TRUE,FALSE,1,0014100000JF2JGAA1,,,,,,
My Family Doctor,MY FAMILY DOCTOR,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyDQAV,,,,,,
Myton City,Myton City,Myton City Corporation,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD10gAAC,891,myton@ubtanet.com,Carrie,Boren,City Recorder,4357222711
Myton City Housing Authority,Myton City Housing Authority,Myton City Housing Authority dba Housing Authority of the Uintah Basin,Housing,Housing Authority,FALSE,FALSE,FALSE,1,0014100000rD139AAC,892,ubac@ubtanet.com,Jolene,Daniels,Director,4357814156
